names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,region,layer
Lbr,8.311487,1.3300416,9.451022093034093e-17,3.707487828354869e-15,0.5595344673231871,Duodenum,Crypt SI
Setd3,8.30988,1.0796828,9.579906384900809e-17,3.753486379084013e-15,0.5631154879140555,Duodenum,Crypt SI
Tma7,8.307223,2.8227909,9.796770828088748e-17,3.83380298405873e-15,0.8925693822739481,Duodenum,Crypt SI
Nudt19,8.306895,1.4460976,9.823877696127732e-17,3.839756554715301e-15,0.5246195165622203,Duodenum,Crypt SI
Smim22,8.30637,2.0943499,9.867402597981394e-17,3.852105113371576e-15,0.9194270367054611,Duodenum,Crypt SI
Prr15l,8.305977,1.585731,9.900171012250715e-17,3.860229723798482e-15,0.8495971351835273,Duodenum,Crypt SI
Gcn1,8.301647,1.2018135,1.0267782197354562e-16,3.998737614494476e-15,0.4995523724261415,Duodenum,Crypt SI
Rmdn3,8.300597,1.1070713,1.0358907899126932e-16,4.0230104544766024e-15,0.6383169203222918,Duodenum,Crypt SI
Stard4,8.300565,1.2037419,1.0361768389994961e-16,4.0230104544766024e-15,0.5085049239033125,Duodenum,Crypt SI
Rps8,8.300499,12.453416,1.0367491708609365e-16,4.0230104544766024e-15,0.9973142345568488,Duodenum,Crypt SI
Dhrs1,8.291971,1.412006,1.1138689474637374e-16,4.3170779074269826e-15,0.8057296329453895,Duodenum,Crypt SI
Nap1l4,8.290331,1.032312,1.129335315044225e-16,4.371773458777315e-15,0.6177260519247986,Duodenum,Crypt SI
Erbb2,8.286527,1.1143787,1.1660374936894692e-16,4.5084455669179056e-15,0.6168307967770814,Duodenum,Crypt SI
Ostc,8.283246,1.4528939,1.1986194909930668e-16,4.62887921850612e-15,0.657117278424351,Duodenum,Crypt SI
Il10rb,8.277441,1.1011903,1.258504717066874e-16,4.854339879391163e-15,0.5308863025962399,Duodenum,Crypt SI
Cks2,8.277015,1.7079569,1.2630175787738857e-16,4.865933476218962e-15,0.5801253357206804,Duodenum,Crypt SI
2900097C17Rik,8.273144,1.1771669,1.304717057391676e-16,5.020594779247945e-15,0.5577439570277529,Duodenum,Crypt SI
Get4,8.266617,1.1419353,1.3781367942799007e-16,5.296803143253166e-15,0.5371530886302597,Duodenum,Crypt SI
Dsp,8.26419,1.1368592,1.4064652105579772e-16,5.399254378461866e-15,0.7672336615935542,Duodenum,Crypt SI
Lsr,8.261861,1.3989012,1.4341845665368335e-16,5.499126927629652e-15,0.666069829901522,Duodenum,Crypt SI
Fmc1,8.257794,1.3127164,1.4838934415694213e-16,5.682977433104243e-15,0.5846016114592659,Duodenum,Crypt SI
Picalm,8.249397,1.1022005,1.5919533116089528e-16,6.089598657025479e-15,0.640107430617726,Duodenum,Crypt SI
AU040320,8.235589,1.1180573,1.7867683723456488e-16,6.822392073464561e-15,0.6168307967770814,Duodenum,Crypt SI
Ndufc2,8.235523,2.0746484,1.7877477757940277e-16,6.822392073464561e-15,0.7717099373321397,Duodenum,Crypt SI
Ube2b,8.232998,1.1881878,1.8258599355561889e-16,6.959608975139499e-15,0.6150402864816473,Duodenum,Crypt SI
Psmd13,8.231816,1.0367572,1.8439523156346536e-16,7.020283079040659e-15,0.6723366159355416,Duodenum,Crypt SI
Cct4,8.227324,1.256312,1.914434346022865e-16,7.280036850571047e-15,0.6320501342882722,Duodenum,Crypt SI
Rtcb,8.225519,1.2850909,1.9434713482807197e-16,7.381761468146239e-15,0.5532676812891674,Duodenum,Crypt SI
Pdlim1,8.222174,1.4481748,1.998475597542836e-16,7.58176083039606e-15,0.684870188003581,Duodenum,Crypt SI
Zg16,8.219419,8.153746,2.0449232294604742e-16,7.748866955766597e-15,0.9964189794091316,Duodenum,Crypt SI
Klhdc3,8.218336,1.1078668,2.063460261634709e-16,7.809943088731134e-15,0.5470008952551477,Duodenum,Crypt SI
Hmgn2,8.217942,2.2215707,2.070241989566946e-16,7.819419917524708e-15,0.3357206803939123,Duodenum,Crypt SI
Spr,8.21791,1.2851205,2.0708081243560864e-16,7.819419917524708e-15,0.6365264100268576,Duodenum,Crypt SI
Psma7,8.214859,1.5347096,2.1241312229001545e-16,8.011399127491996e-15,0.6204118173679498,Duodenum,Crypt SI
Sec23b,8.2123995,1.2367846,2.1681177294667776e-16,8.167757397413643e-15,0.6374216651745748,Duodenum,Crypt SI
Vipr1,8.207808,1.1985595,2.2526415596031753e-16,8.47628586850682e-15,0.5846016114592659,Duodenum,Crypt SI
Eif5,8.207578,1.3228692,2.2569519686866005e-16,8.482618662287183e-15,0.658012533572068,Duodenum,Crypt SI
Ppp1cb,8.200198,1.277819,2.39991619025153e-16,9.009452814217517e-15,0.6445837063563116,Duodenum,Crypt SI
Ctnnd1,8.198197,0.9611508,2.440189804039942e-16,9.150003231524917e-15,0.6606982990152194,Duodenum,Crypt SI
Atp6v0c,8.195278,1.2851487,2.500147439078327e-16,9.363951284297423e-15,0.7699194270367055,Duodenum,Crypt SI
Sem1,8.190128,2.950276,2.609475993441169e-16,9.762101094814385e-15,0.8988361683079678,Duodenum,Crypt SI
Rpl31,8.1830435,5.240468,2.767627317890046e-16,1.0341764809962978e-14,0.928379588182632,Duodenum,Crypt SI
Gss,8.179502,1.2180057,2.8502089395553434e-16,1.0638034174976215e-14,0.6141450313339302,Duodenum,Crypt SI
Acaa2,8.178714,1.8272237,2.8688876660426416e-16,1.0695385484779063e-14,0.8701880035810206,Duodenum,Crypt SI
Rps3,8.177271,6.4453297,2.9034458945960875e-16,1.0811735952368476e-14,0.946284691136974,Duodenum,Crypt SI
Twf1,8.174253,1.1434861,2.9770353232739964e-16,1.10729937110485e-14,0.5908683974932856,Duodenum,Crypt SI
Dsg2,8.157919,1.320021,3.4084539566637644e-16,1.2663053623807783e-14,0.4547896150402865,Duodenum,Crypt SI
Bri3bp,8.156116,1.2086207,3.4597241055085535e-16,1.2838757786936052e-14,0.6096687555953447,Duodenum,Crypt SI
Hnrnpa1,8.155066,1.2627704,3.489902999429391e-16,1.2935880406036498e-14,0.6812891674127126,Duodenum,Crypt SI
Rab5c,8.15172,1.0931212,3.5878402860289213e-16,1.3283649499362812e-14,0.6705461056401074,Duodenum,Crypt SI
Msra,8.151524,1.1432216,3.59368491500557e-16,1.328925419362249e-14,0.630259623992838,Duodenum,Crypt SI
Ndufa4,8.151392,8.121461,3.5975865464537887e-16,1.328925419362249e-14,0.982094897045658,Duodenum,Crypt SI
Tdp2,8.149785,1.0395628,3.645721687968065e-16,1.345167139383417e-14,0.5174574753804835,Duodenum,Crypt SI
Sfxn1,8.148342,1.2002113,3.6894856388787654e-16,1.3597607745570884e-14,0.6705461056401074,Duodenum,Crypt SI
Spint1,8.144471,1.1806848,3.809425108563391e-16,1.4023636217784388e-14,0.7573858549686661,Duodenum,Crypt SI
Sf1,8.137386,1.140428,4.03901253923101e-16,1.4851881529507194e-14,0.6768128916741272,Duodenum,Crypt SI
Ndufa2,8.136829,3.5128057,4.057650187536206e-16,1.4903439852628717e-14,0.9507609668755596,Duodenum,Crypt SI
Sfpq,8.133221,1.3010247,4.180311961734364e-16,1.5336519509612948e-14,0.640107430617726,Duodenum,Crypt SI
Ptbp1,8.132598,1.628075,4.201865998006907e-16,1.539809804150431e-14,0.7726051924798567,Duodenum,Crypt SI
Cd81,8.132434,1.2813046,4.207556292749283e-16,1.540146881081753e-14,0.7457475380483438,Duodenum,Crypt SI
Grcc10,8.131745,1.1766353,4.231538575989214e-16,1.546602005671538e-14,0.6974037600716204,Duodenum,Crypt SI
Eif4a1,8.131548,3.0771203,4.2384153658768445e-16,1.546602005671538e-14,0.8871978513876455,Duodenum,Crypt SI
Lsm5,8.1315155,1.528155,4.239562567815738e-16,1.546602005671538e-14,0.5290957923008057,Duodenum,Crypt SI
Cope,8.130794,1.0431218,4.2648785739800186e-16,1.5540813178436217e-14,0.6875559534467324,Duodenum,Crypt SI
Slc1a5,8.126694,1.2244126,4.4115730090034884e-16,1.6057230506840768e-14,0.5228290062667861,Duodenum,Crypt SI
Coa5,8.126169,1.1353599,4.430705268957724e-16,1.610870716309686e-14,0.5792300805729633,Duodenum,Crypt SI
Srrt,8.125087,1.0841931,4.470424170362186e-16,1.6234830634436803e-14,0.6239928379588182,Duodenum,Crypt SI
Lgals3,8.124529,0.99050784,4.491022154848722e-16,1.629130901902146e-14,0.7332139659803044,Duodenum,Crypt SI
Snhg20,8.121807,1.1102439,4.592939577351995e-16,1.6642318098182844e-14,0.5783348254252462,Duodenum,Crypt SI
Atad3a,8.119511,1.1813953,4.680663180369474e-16,1.694116712760409e-14,0.622202327663384,Duodenum,Crypt SI
Hnrnpl,8.114722,1.3892652,4.868977055149988e-16,1.7603015030853005e-14,0.7135183527305282,Duodenum,Crypt SI
Coq8a,8.114427,1.3135957,4.880826683965761e-16,1.7626117392822658e-14,0.5058191584601611,Duodenum,Crypt SI
Galnt6,8.109802,1.0943716,5.070224180944568e-16,1.828962990858049e-14,0.6329453894359892,Duodenum,Crypt SI
Slc39a5,8.109474,1.2123766,5.08392836567069e-16,1.831859679527659e-14,0.7081468218442256,Duodenum,Crypt SI
Stk38,8.104194,1.1272961,5.309657077686499e-16,1.9110621934571755e-14,0.6266786034019696,Duodenum,Crypt SI
mt-Nd4,8.101831,1.5698075,5.413773074734018e-16,1.946365965676924e-14,0.9847806624888094,Duodenum,Crypt SI
Rnf167,8.091139,1.0121061,5.910925877370796e-16,2.1227390650824933e-14,0.5684870188003581,Duodenum,Crypt SI
Mydgf,8.089892,1.2345679,5.971726331938737e-16,2.1421909402960237e-14,0.6418979409131602,Duodenum,Crypt SI
Mrpl20,8.088712,1.4612691,6.029895032130715e-16,2.1606566161192027e-14,0.7197851387645479,Duodenum,Crypt SI
Rps7,8.083923,10.007166,6.271579514608953e-16,2.2447665701679607e-14,0.973142345568487,Duodenum,Crypt SI
Hopx,8.081791,1.2073525,6.382225962967775e-16,2.281840146339032e-14,0.4941808415398389,Duodenum,Crypt SI
Abr,8.080544,1.1479446,6.447800194728936e-16,2.3027348372436252e-14,0.6105640107430618,Duodenum,Crypt SI
Cct5,8.080152,1.4179555,6.468645436212477e-16,2.305699745758725e-14,0.6794986571172784,Duodenum,Crypt SI
Cox17,8.080118,1.8430958,6.47038553401705e-16,2.305699745758725e-14,0.8272157564905999,Duodenum,Crypt SI
Atp6ap2,8.078905,1.2372162,6.535094415353241e-16,2.326190994483786e-14,0.5926589077887198,Duodenum,Crypt SI
Npc2,8.0778885,1.3619626,6.589800564546968e-16,2.343080520114525e-14,0.6293643688451208,Duodenum,Crypt SI
Add3,8.073657,1.3232831,6.822335499697307e-16,2.423092426927696e-14,0.6186213070725156,Duodenum,Crypt SI
Fbp2,8.07018,1.7460515,7.019446653857237e-16,2.490360826590999e-14,0.8782452999104745,Duodenum,Crypt SI
Slc12a7,8.068967,1.1206069,7.089562269640075e-16,2.5124754980826547e-14,0.5890778871978514,Duodenum,Crypt SI
Ppp1r2,8.063391,1.1711673,7.420686496890083e-16,2.6269392933343898e-14,0.5085049239033125,Duodenum,Crypt SI
Lin7c,8.05693,1.06876,7.823493367816513e-16,2.7665003656074058e-14,0.5335720680393913,Duodenum,Crypt SI
Acat1,8.056011,1.5437381,7.882466608907005e-16,2.7843045346669875e-14,0.6687555953446732,Duodenum,Crypt SI
Tmem30b,8.052272,1.0364059,8.127127142498445e-16,2.867587975907785e-14,0.6544315129811996,Duodenum,Crypt SI
Aco1,8.04663,1.1939259,8.510489554307783e-16,2.999575930795052e-14,0.6589077887197852,Duodenum,Crypt SI
Tsfm,8.043154,1.3487933,8.755563780514224e-16,3.0825886221799536e-14,0.495076096687556,Duodenum,Crypt SI
Sec23a,8.042956,1.0953057,8.769641938375271e-16,3.0841818080658565e-14,0.5846016114592659,Duodenum,Crypt SI
Fau,8.038758,12.454707,9.075345152560642e-16,3.1882210908642036e-14,0.9982094897045658,Duodenum,Crypt SI
Rps4x,8.037216,8.7091255,9.190210953480264e-16,3.22506478949033e-14,0.9776186213070726,Duodenum,Crypt SI
Rps26,8.035609,11.292285,9.311489672231693e-16,3.264076482823021e-14,0.9937332139659804,Duodenum,Crypt SI
Sat1,8.034363,0.9766382,9.406626837023651e-16,3.2938497552419585e-14,0.5989256938227395,Duodenum,Crypt SI
Rpl34,8.033642,9.340718,9.46214327167856e-16,3.309699843186808e-14,0.9570277529095792,Duodenum,Crypt SI
Fkbp8,8.030887,1.289918,9.677100009030088e-16,3.381224824583727e-14,0.7582811101163832,Duodenum,Crypt SI
Samm50,8.029935,1.241822,9.752422714190304e-16,3.403859106244692e-14,0.6803939122649956,Duodenum,Crypt SI
Fbln1,8.026917,0.9512016,9.995220620646227e-16,3.4848347487857823e-14,0.5899731423455685,Duodenum,Crypt SI
Smim7,8.02285,1.0503639,1.033191489886286e-15,3.598337351777642e-14,0.7170993733213966,Duodenum,Crypt SI
Tmed10,8.02226,1.2829206,1.0381709579551801e-15,3.611783338101615e-14,0.6991942703670546,Duodenum,Crypt SI
Txnl1,8.016323,1.2080874,1.0895750185639384e-15,3.786537080122363e-14,0.6016114592658908,Duodenum,Crypt SI
Pgd,8.015044,1.524363,1.1009750929406787e-15,3.822040954364496e-14,0.8227394807520143,Duodenum,Crypt SI
Psma4,8.007009,1.5714875,1.1753266541411444e-15,4.0757702501554076e-14,0.657117278424351,Duodenum,Crypt SI
Lrba,8.002745,1.1297162,1.2167650144924522e-15,4.214941898378628e-14,0.5031333930170099,Duodenum,Crypt SI
Ciao2a,7.998185,1.3092108,1.2626646629952025e-15,4.366900150066545e-14,0.5774395702775291,Duodenum,Crypt SI
Tagln2,7.9981194,1.4258697,1.2633373827356833e-15,4.366900150066545e-14,0.7636526410026858,Duodenum,Crypt SI
Uqcrc1,7.9956594,2.1528795,1.2888208391738247e-15,4.450222544676677e-14,0.9328558639212176,Duodenum,Crypt SI
Safb2,7.983097,1.042295,1.4270635466983833e-15,4.922301987730482e-14,0.5246195165622203,Duodenum,Crypt SI
H2afz,7.9774227,4.27738,1.4942012917659029e-15,5.1483765960151735e-14,0.8809310653536258,Duodenum,Crypt SI
Rps27l,7.976472,4.227838,1.5057560822525455e-15,5.182658327880963e-14,0.9024171888988362,Duodenum,Crypt SI
Golph3,7.971617,1.0489994,1.5661100468403201e-15,5.384649932080909e-14,0.6257833482542524,Duodenum,Crypt SI
Casp7,7.9712567,1.199612,1.5706897674767907e-15,5.394650972658318e-14,0.6472694717994628,Duodenum,Crypt SI
Trim28,7.9688296,1.2976327,1.6018434951824138e-15,5.49580417024062e-14,0.5953446732318711,Duodenum,Crypt SI
Ncln,7.967419,1.0730892,1.6202250858933353e-15,5.552968885145046e-14,0.5783348254252462,Duodenum,Crypt SI
Elf3,7.966599,1.7070047,1.6310074005903219e-15,5.583995114322221e-14,0.8066248880931065,Duodenum,Crypt SI
Sae1,7.9629583,1.1362427,1.6797406381208975e-15,5.744748570098853e-14,0.5998209489704566,Duodenum,Crypt SI
Pdhb,7.960531,1.2000215,1.7130233222141286e-15,5.852376503458534e-14,0.6418979409131602,Duodenum,Crypt SI
Blmh,7.952889,1.14881,1.8221183786674372e-15,6.218508652777824e-14,0.5577439570277529,Duodenum,Crypt SI
Cyp4f13,7.9446235,1.484462,1.9478174688629223e-15,6.640473810162561e-14,0.37242614145031333,Duodenum,Crypt SI
Kctd5,7.9421306,1.290915,1.987375833977855e-15,6.768188691980491e-14,0.4547896150402865,Duodenum,Crypt SI
Mcu,7.9403267,0.9932334,2.016496043044381e-15,6.860123788165209e-14,0.5783348254252462,Duodenum,Crypt SI
Sel1l,7.9380307,1.0475856,2.054166527905908e-15,6.980922774046551e-14,0.5550581915846016,Duodenum,Crypt SI
Marcks,7.933635,1.1213559,2.128221902217151e-15,7.224988865728782e-14,0.5846016114592659,Duodenum,Crypt SI
Ptov1,7.9329467,1.2672521,2.1400634756277803e-15,7.257557700697782e-14,0.4655326768128917,Duodenum,Crypt SI
Ptpn18,7.930421,1.18128,2.1840403391523558e-15,7.398923646330935e-14,0.4986571172784244,Duodenum,Crypt SI
Clcn3,7.927305,1.1262382,2.2395253639215127e-15,7.578938823292038e-14,0.5004476275738585,Duodenum,Crypt SI
Psmc1,7.924878,1.0808026,2.283704959525752e-15,7.720357551653289e-14,0.6356311548791406,Duodenum,Crypt SI
Mtpn,7.919007,1.0610353,2.3941518990652362e-15,8.08527134532648e-14,0.5729632945389436,Duodenum,Crypt SI
Pdxk,7.9158254,1.140182,2.456183560496901e-15,8.28609051730851e-14,0.5049239033124441,Duodenum,Crypt SI
G3bp1,7.915071,1.316191,2.4711226757693833e-15,8.327786595742644e-14,0.7197851387645479,Duodenum,Crypt SI
Sptlc1,7.91494,1.1784775,2.4737299009521844e-15,8.327880068012645e-14,0.4843330349149508,Duodenum,Crypt SI
Sf3b1,7.914087,1.1216636,2.4907430160557193e-15,8.376420653474885e-14,0.7448522829006267,Duodenum,Crypt SI
Ndufb6,7.9118237,1.7480938,2.5364538448284895e-15,8.52127079919748e-14,0.8236347358997315,Duodenum,Crypt SI
Ppia,7.909954,9.781139,2.5748372345863805e-15,8.641228702559386e-14,0.954341987466428,Duodenum,Crypt SI
Atp6ap1,7.9089375,1.1195383,2.5959519507402347e-15,8.703043481791119e-14,0.5505819158460161,Duodenum,Crypt SI
Nsmce4a,7.9085436,1.1665883,2.604171084837178e-15,8.721541854146088e-14,0.5219337511190689,Duodenum,Crypt SI
2510039O18Rik,7.9071336,1.0963746,2.633833958646254e-15,8.811743974600446e-14,0.5147717099373321,Duodenum,Crypt SI
Tor1aip2,7.9069366,1.0712528,2.637999327855131e-15,8.81654330225703e-14,0.6427931960608774,Duodenum,Crypt SI
Psmd4,7.8985724,1.0754048,2.8211526670224765e-15,9.41891560029169e-14,0.6526410026857654,Duodenum,Crypt SI
Rbm8a,7.8944726,1.2755005,2.9154513980699838e-15,9.723693015153866e-14,0.5720680393912265,Duodenum,Crypt SI
Gm7861,7.8917503,1.7550406,2.9797733544893795e-15,9.9279651960464e-14,0.4717994628469114,Duodenum,Crypt SI
Ugt2b5,7.8895526,1.1553729,3.032713410171817e-15,1.0093933241999702e-13,0.6025067144136079,Duodenum,Crypt SI
Dhcr24,7.888733,0.9436424,3.0527035067143042e-15,1.0150003369131958e-13,0.6956132497761862,Duodenum,Crypt SI
Edem2,7.8866334,1.2892735,3.104471266180086e-15,1.0311507698418115e-13,0.42256042972247093,Duodenum,Crypt SI
2310039H08Rik,7.885912,1.0048696,3.1224653076075703e-15,1.0360615874214841e-13,0.495076096687556,Duodenum,Crypt SI
Tob1,7.884403,1.0415045,3.1604217076859312e-15,1.047579207727313e-13,0.7072515666965085,Duodenum,Crypt SI
Dctn1,7.88214,1.1079495,3.218209638358386e-15,1.0656399812759024e-13,0.5183527305282005,Duodenum,Crypt SI
Zfp706,7.8803363,1.4365461,3.2650165568673373e-15,1.0800313477301433e-13,0.7905102954341987,Duodenum,Crypt SI
Nsa2,7.8759084,1.306925,3.3827669424779708e-15,1.117836547982613e-13,0.5550581915846016,Duodenum,Crypt SI
Trim25,7.872628,0.9903058,3.4726756118486903e-15,1.1463735391465743e-13,0.5228290062667861,Duodenum,Crypt SI
Ugt2b35,7.871939,1.3088677,3.4918532328340147e-15,1.151526880715487e-13,0.4565801253357207,Duodenum,Crypt SI
Mthfd1,7.869545,1.2793883,3.559333078002122e-15,1.1725823308499847e-13,0.5443151298119964,Duodenum,Crypt SI
Cox7b,7.862034,5.1393385,3.7794567503038825e-15,1.2438303892309975e-13,0.9623992837958818,Duodenum,Crypt SI
Lrp1,7.86105,1.0577353,3.809269185422329e-15,1.2523651288325855e-13,0.594449418084154,Duodenum,Crypt SI
Nlrp6,7.8519974,1.2633697,4.094635385909579e-15,1.3448148874271697e-13,0.7090420769919427,Duodenum,Crypt SI
Acadl,7.850915,1.2283659,4.130133372814283e-15,1.355095080704361e-13,0.6857654431512982,Duodenum,Crypt SI
Slc25a45,7.850062,1.0811571,4.158314721131842e-15,1.3629562514897618e-13,0.6535362578334826,Duodenum,Crypt SI
Ano9,7.848258,0.9809069,4.218554382565916e-15,1.381298460863495e-13,0.684870188003581,Duodenum,Crypt SI
Elavl1,7.8466835,1.2840235,4.271828682882937e-15,1.3973251167869872e-13,0.5067144136078783,Duodenum,Crypt SI
Bckdk,7.845503,1.0543984,4.312218545660638e-15,1.409109066261677e-13,0.5192479856759177,Duodenum,Crypt SI
Sypl,7.8442564,1.1139563,4.355260168623927e-15,1.4217348285543325e-13,0.7054610564010743,Duodenum,Crypt SI
Tra2b,7.841173,1.1300646,4.463557048548351e-15,1.4549066839840376e-13,0.7045658012533572,Duodenum,Crypt SI
Decr1,7.841108,1.2843564,4.465889805879453e-15,1.4549066839840376e-13,0.6857654431512982,Duodenum,Crypt SI
Ube2j2,7.8370733,1.1590443,4.6116847551833754e-15,1.50088953952717e-13,0.5138764547896151,Duodenum,Crypt SI
Mrpl54,7.8286767,1.1060667,4.93031627418399e-15,1.6029734230818745e-13,0.6606982990152194,Duodenum,Crypt SI
Cbr1,7.827529,1.5947633,4.975530046458443e-15,1.6160461524135897e-13,0.8236347358997315,Duodenum,Crypt SI
Suds3,7.8239536,1.0517502,5.1189696650308836e-15,1.6609641772414278e-13,0.5541629364368845,Duodenum,Crypt SI
Snx7,7.8236914,1.2092495,5.1296562576792025e-15,1.6627605650519382e-13,0.4879140555058192,Duodenum,Crypt SI
Muc13,7.815852,3.0146558,5.459246414608319e-15,1.7678211684616808e-13,0.9749328558639212,Duodenum,Crypt SI
Aqp1,7.8149667,1.0121353,5.497766286389872e-15,1.7785108672955612e-13,0.6786034019695614,Duodenum,Crypt SI
Faah,7.812375,1.0292332,5.6120157936590485e-15,1.8136529519347586e-13,0.6418979409131602,Duodenum,Crypt SI
Fabp2,7.8087344,18.614254,5.776501826640897e-15,1.8649436147310135e-13,1.0,Duodenum,Crypt SI
Dgkd,7.805651,1.1442087,5.919500302216872e-15,1.9092014710996175e-13,0.4709042076991943,Duodenum,Crypt SI
Tes,7.8052907,1.0539951,5.936460230196875e-15,1.912760663991079e-13,0.5049239033124441,Duodenum,Crypt SI
Sys1,7.800895,1.2262262,6.1469430747537136e-15,1.9786047574120005e-13,0.4288272157564906,Duodenum,Crypt SI
Ganab,7.7974515,1.101121,6.316991461438164e-15,2.0313154315989157e-13,0.6141450313339302,Duodenum,Crypt SI
Vamp3,7.784955,1.0680107,6.973812088595627e-15,2.2402937639831823e-13,0.5702775290957923,Duodenum,Crypt SI
Adap1,7.7835774,1.0059518,7.050207443989112e-15,2.2625839694750346e-13,0.5702775290957923,Duodenum,Crypt SI
Snhg6,7.7828555,1.51382,7.0905521842883e-15,2.273271869610206e-13,0.36974037600716203,Duodenum,Crypt SI
Zfas1,7.782003,1.4097784,7.138525368703618e-15,2.286381860402741e-13,0.6830796777081468,Duodenum,Crypt SI
Csnk1d,7.7753444,1.0725527,7.524233152666226e-15,2.407530895280764e-13,0.5693822739480752,Duodenum,Crypt SI
Rpl28,7.7727532,10.864774,7.679818169660477e-15,2.4548804911632527e-13,0.973142345568487,Duodenum,Crypt SI
Dnajc7,7.770326,1.0743903,7.828425992207958e-15,2.4999083398460327e-13,0.6410026857654432,Duodenum,Crypt SI
Atp2a3,7.7664886,0.94501734,8.069180994313479e-15,2.574244154164137e-13,0.6087735004476276,Duodenum,Crypt SI
Sf3a3,7.7640615,1.1892693,8.225199977976265e-15,2.621427258528763e-13,0.4637421665174575,Duodenum,Crypt SI
Ndufa5,7.759732,2.817036,8.510909153511544e-15,2.709809684626432e-13,0.9104744852282901,Duodenum,Crypt SI
Hint2,7.7543855,1.094347,8.877221658493133e-15,2.8236561698960666e-13,0.631154879140555,Duodenum,Crypt SI
Cers2,7.7480555,1.0152388,9.331053257960982e-15,2.9650891184377e-13,0.6356311548791406,Duodenum,Crypt SI
Prap1,7.7475634,9.861215,9.367266432684027e-15,2.973669584849595e-13,1.0,Duodenum,Crypt SI
H2afx,7.74612,1.4653472,9.474291510297574e-15,3.0046905835948645e-13,0.4726947179946285,Duodenum,Crypt SI
Anapc5,7.7407737,1.1389052,9.881360120390523e-15,3.1307135572797646e-13,0.6159355416293644,Duodenum,Crypt SI
Net1,7.7380185,1.0971277,1.0097809202193525e-14,3.196154608753117e-13,0.6427931960608774,Duodenum,Crypt SI
Dgcr6,7.737067,0.9435202,1.0173613782351199e-14,3.21699432872878e-13,0.5246195165622203,Duodenum,Crypt SI
Mrps35,7.7303433,1.2698216,1.0725679618677578e-14,3.3882442904990763e-13,0.4879140555058192,Duodenum,Crypt SI
Copb2,7.7242756,1.1394618,1.1249126826066926e-14,3.5501276596243466e-13,0.5783348254252462,Duodenum,Crypt SI
Atp5o,7.723554,3.0788758,1.1313023071770994e-14,3.5668061510949856e-13,0.964189794091316,Duodenum,Crypt SI
Dnm2,7.723259,1.0336479,1.1339265259481302e-14,3.5715919892912565e-13,0.639212175470009,Duodenum,Crypt SI
Psmd3,7.716371,1.2180995,1.196887458628727e-14,3.7662292009579386e-13,0.5998209489704566,Duodenum,Crypt SI
Mrps28,7.7143044,1.3257779,1.2164377251503322e-14,3.824020638410757e-13,0.5129811996418979,Duodenum,Crypt SI
Swi5,7.713124,1.7743542,1.227750032429501e-14,3.8558278012632724e-13,0.7878245299910475,Duodenum,Crypt SI
Eif3d,7.7118773,1.1493907,1.239803102400623e-14,3.8898972945582227e-13,0.5747538048343778,Duodenum,Crypt SI
Clk1,7.708958,1.0287031,1.2684902100611082e-14,3.9760394594002797e-13,0.7251566696508505,Duodenum,Crypt SI
Itm2b,7.708827,1.3793384,1.2697947412285923e-14,3.97626801363386e-13,0.8692927484333035,Duodenum,Crypt SI
B2m,7.706662,1.8098911,1.2915110711020362e-14,4.0403522219505077e-13,0.9794091316025068,Duodenum,Crypt SI
2200002D01Rik,7.7056127,4.081491,1.3021713373043686e-14,4.0697581437436143e-13,0.964189794091316,Duodenum,Crypt SI
Hspa8,7.7026277,4.9687786,1.332961910448239e-14,4.161960858686789e-13,0.9489704565801254,Duodenum,Crypt SI
Med28,7.701644,1.1266006,1.3432688050437499e-14,4.1900901807572425e-13,0.5872873769024172,Duodenum,Crypt SI
Clptm1,7.701086,1.1113204,1.3491441445881604e-14,4.2043550876475634e-13,0.6051924798567592,Duodenum,Crypt SI
Clk4,7.7005286,0.97319365,1.355044767524485e-14,4.218671197640116e-13,0.5022381378692927,Duodenum,Crypt SI
Atp5md,7.699381,5.7360115,1.367273177091711e-14,4.252641090790548e-13,0.963294538943599,Duodenum,Crypt SI
Tomm5,7.6957073,2.222972,1.4071383142183026e-14,4.372421604864091e-13,0.7547000895255148,Duodenum,Crypt SI
Dync1h1,7.694133,1.3476235,1.4245714413729674e-14,4.422335479300601e-13,0.8030438675022381,Duodenum,Crypt SI
Arcn1,7.691771,1.26277,1.4511202893987347e-14,4.500424451800015e-13,0.5756490599820949,Duodenum,Crypt SI
Snrpb,7.6903934,1.5718362,1.4668312997067403e-14,4.5439199688285896e-13,0.7663384064458371,Duodenum,Crypt SI
Smu1,7.690295,1.2089752,1.4679598970073467e-14,4.5439199688285896e-13,0.4700089525514772,Duodenum,Crypt SI
Sppl3,7.689606,1.1091515,1.4758840355746458e-14,4.564072422272743e-13,0.5523724261414503,Duodenum,Crypt SI
Cmtm6,7.6891146,1.0629194,1.4815698861580147e-14,4.577271174603972e-13,0.5532676812891674,Duodenum,Crypt SI
Glo1,7.6876054,1.3224579,1.4991412179818508e-14,4.627129466782414e-13,0.6696508504923904,Duodenum,Crypt SI
Elovl6,7.687278,1.3152634,1.5029881179839662e-14,4.634572243468228e-13,0.4986571172784244,Duodenum,Crypt SI
Sgta,7.6843257,1.1640145,1.5380501536932616e-14,4.738163092746846e-13,0.5989256938227395,Duodenum,Crypt SI
