Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2023,rRNA Metabolic Process (GO:0016072),60/91,1.395481392544348e-07,6.0859134780632425e-06,0,0,3.070823571814741,48.47250853029677,TRIR;RPL5;DDX49;DDX47;NVL;POP4;SPPL2B;RPL7;RPS15;FBL;RPS17;RPS16;NOB1;RPS19;SPIN1;MTREX;RPS7;PIH1D1;RPS6;GTF3A;WDR74;DDX54;SIRT7;EBNA1BP2;MRTO4;XRN2;SBDS;RPL27;RPL26;GTF3C1;RPL11;NOLC1;NOC4L;MRM2;DEDD2;ZFP36L1;EXOSC7;RRP7A;EMG1;EXOSC5;EXOSC4;EXOSC9;PES1;RPL14;RRP36;EXOSC3;LYAR;DCAF13;NOP56;CAVIN1;NIFK;WDR18;RPL35A;RPS25;RPS28;RPS27;ESF1;PIN4;NOP53;RPS24
GO_Biological_Process_2023,Protein Phosphorylation (GO:0006468),250/500,1.6644487750710484e-07,7.166490950408553e-06,0,0,1.597575596110297,24.935921082832905,ATF2;APP;GMFB;GMFG;TESK2;LIPE;RPS6KA3;PPP4R1;TBK1;AKT2;RPS6KA1;KDR;AKT1;PDK3;PRKACA;EPHB2;EPHB4;PDK2;PDK1;ACVR1;PRKCI;CSNK2A1;DAPK2;CSNK2A2;PRKCD;PRKCA;CSNK1D;ATG13;PRKAB1;UHMK1;CSNK2B;SIK3;ULK3;PRKD2;ULK1;EPHA1;TRIB1;CTBP1;PDGFB;PIK3R4;CDCA8;PRKCZ;PRDX4;NUAK2;PCK1;LYN;SRPK2;CDK18;DMPK;PLK2;INSR;PLK1;EIF2AK3;EIF2AK2;BRAF;PTK2;SRPK1;WNK1;WNK2;CDK10;CDK16;ACVRL1;DDR1;SMG1;PRKAG1;PRKAG2;PPP3CB;FASTK;PBK;RIOK2;JAK2;IKBKE;JAK1;HTATIP2;BRD2;MAP4K2;RIPK3;SYK;STRADB;HCK;RARA;FAM20B;PICK1;SGK3;GAS6;SGK1;SGK2;TLR3;RNASEL;CCL11;CAB39;PAK1;RELN;PAK2;MAP4K3;MAP4K4;PAK4;MAP3K1;CSNK1A1;RYK;GLYCTK;DAB2IP;HIPK1;HIPK3;TAOK3;ABI3;TAOK1;STK17B;TAOK2;COQ8B;PKN2;COQ8A;PKN1;CAMK1;CSF2;CCNT1;STK19;MYLK3;STK11;EFEMP1;STK16;PIM1;PIM3;MAP3K7;PDGFRB;CSNK1G3;PDGFRA;MAP2K1;MORC3;IGFBP3;DYRK1A;DYRK1B;ADAM10;LMTK2;PRPF4B;VRK1;VRK3;CDC25B;DGKQ;MAPKAPK2;MAPKAPK5;TNIK;CSNK1G2;CSF1R;PXK;PKDCC;TNKS;STK39;CSF2RB;STK3;GRK2;IRAK1;ATG101;STK38;GRK6;ABL1;MAP3K21;RIPK1;MARK3;MARK2;SMAD2;NEK6;NEK7;TNK1;CLK4;CLK3;CLK2;SMAD7;CDK9;BMP4;CLK1;CDK8;CDK6;CDK5;STK24;CDK4;STK25;COPS2;CDK2;CDK1;COPS8;FGFR3;MAP3K11;FGFR2;BMPR1A;GSK3B;GSK3A;BMPR2;FLT1;DYRK2;MAST2;LRRK1;PIK3CD;ILK;EEF2K;RB1CC1;PRKG2;TLK1;CAMK1D;CHUK;PDPK1;OXSR1;YWHAZ;TGFBR1;TGFBR2;LATS1;PEAK1;BIRC5;BIRC6;TOP1;BECN1;PRKAA1;CAMK2D;USP15;PRKAA2;ROCK1;ROCK2;SRC;ACVR1B;AURKB;MAPK9;MAPK8;ERBB2;MKNK2;MAPK1;PTK2B;CSK;FYN;MAPK6;MAPK3;TAF12;TAF13;CDC42BPG;LIMK2;TAF10;TAF11;CDC42BPB;CDK11B;MTOR;ACVR2A;MAPK13;BCKDK;PINK1;SNRK;SBK1;RPS6KB1;PTPN6;TAF4;TAF2;TAF1
GO_Biological_Process_2023,Cellular Response To Nutrient Levels (GO:0031669),53/78,1.683832159861914e-07,7.166490950408553e-06,0,0,3.362170301142264,52.43984888740727,PRR5;BMPR2;EHMT2;USP33;PRKAG1;PRKAG2;WDR45;ZFYVE1;RPTOR;FLCN;MAP1LC3B;MAP1LC3A;LAMP2;MLST8;FADS1;PDK2;MFSD2A;KLF10;SREBF1;TFEB;WIPI2;PRKAB1;SIRT1;SREBF2;RRAGA;SFRP1;RRAGC;RRAGD;ULK1;LCP1;PPARA;PPARD;PRKAA1;PRKAA2;RALB;WDR45B;MAPKAP1;CLEC16A;FOXO1;WRN;FNIP1;GAS2L1;ATG7;HSPA8;CDKN2B;CREBBP;XBP1;MTOR;STK24;JMY;VPS41;CD68;EIF4G1
GO_Biological_Process_2023,rRNA Processing (GO:0006364),65/101,1.683996357496041e-07,7.166490950408553e-06,0,0,2.8653687814179234,44.69094455464092,RPL5;DDX49;DDX47;NVL;POP4;SPPL2B;RPL7;RPS15;FBL;RPS14;SART1;RPS17;RPS16;RPS19;NOB1;MTREX;RIOK2;RPS7;PIH1D1;RPS6;WDR74;DDX54;DDX52;EBNA1BP2;NSA2;MRTO4;XRN2;C1D;NHP2;SBDS;RPL27;RPL26;RPL11;NOLC1;SNU13;NOC4L;MRM2;RRP7A;EXOSC7;EMG1;EXOSC5;EXOSC4;EXOSC9;PES1;RPL14;RRP36;EXOSC3;LYAR;DCAF13;NOP56;RIOK3;WDR18;RPL35A;RPS25;RPS28;LSM6;RPS27;EIF6;NEDD4;ESF1;PIN4;NOL11;NOP53;RPS24;MPHOSPH6
GO_Biological_Process_2023,Positive Regulation Of Nucleic Acid-Templated Transcription (GO:1903508),275/557,1.7230105972471848e-07,7.273861537338715e-06,0,0,1.5589542561722602,24.279188729083888,TRRAP;PSMD9;TRIM28;ZMIZ1;CREB3L2;RPS6KA1;AKT1;EPC1;RNF111;ACVR1;MED1;MEF2C;SMARCC1;SMARCC2;HNF1B;HNF1A;MED4;HCFC1;JMJD6;RUNX1;SFRP1;DDIT3;TFAM;DXO;TRIM16;CLOCK;SKAP1;ATF4;CASZ1;GATA6;PDGFB;GATA4;XPC;BCL10;MRPL12;HIF1A;MBTD1;SEC14L2;NUP85;PRDM16;INPP5K;APOE;PPARGC1A;RREB1;SNX5;CREBBP;JUN;XRCC6;FOXF2;FOXF1;TRIP4;NR1D2;INO80;NR1D1;NR2F2;PBX4;NR0B2;SMARCA2;SMARCA4;COL1A1;TADA2B;TMEM98;FUBP3;ID2;HNRNPD;MMS19;CDKN1C;ACVRL1;SETD3;CITED2;TGFB1I1;CTCF;MED16;ING1;MED17;PHF8;MED12;MED14;PPP3CB;MED13;HNF4A;SPIN1;CD38;NCOA1;ATMIN;PRMT2;NCOA6;ACTL6A;TFE3;NME2;RHOG;TFEB;FOS;PARP9;RGMB;UCHL5;KAT2B;MED22;PAX8;MDFIC;RARA;WAC;PPARG;MAPRE3;PPARA;PPARD;YAP1;SF3B5;SF3B3;MYRF;NR1I2;RELA;NSD3;RXRB;RXRA;NSD1;BRD8;TBL1X;BRD4;MBD3;CD74;NPM1;STAT1;MCRS1;NR1H2;MBD2;STAT3;NR1H4;NR1H3;GTF2H1;AGT;GATAD2A;MAD2L2;PSMC5;PHF5A;RYBP;NFIB;CTNNB1;CRLF3;NCF1;YEATS4;MYRFL;ETS1;YY1;HMGN5;CDH1;RUVBL2;RUVBL1;EP300;MAP2K3;OSR2;MAP2K1;PCID2;MAP2K2;FBXW11;F2R;WNT5A;DYRK1A;DYRK1B;ILF2;SUPT7L;MORF4L1;TBL1XR1;KAT6A;MORF4L2;PHIP;UBE2V1;INO80C;KMT2E;ENY2;INO80E;INO80D;MAX;SHC1;MAZ;PSEN1;FOXO3;FOXO1;TAF5L;MED30;DEAF1;ZKSCAN3;EP400;DVL3;DMAP1;MAP2K7;WNT4;SMAD2;SMAD4;BRPF1;SMAD5;NFKB1;BMP4;MLXIPL;MAFB;MRGBP;BCL3;TCF4;TCF3;OGT;RNF187;PICALM;RNF10;RNF14;CHD8;HMGB2;ILK;CHD4;CHD3;LBH;SFR1;VPS72;NUP62;WDR5;YAF2;YWHAH;CHUK;DTX3L;MSL2;AXIN1;MSL3;EDF1;ACTR8;ARID1A;ARID1B;TGFBR1;MSL1;DNM2;DNAJC2;PPM1A;ELF1;ELF2;IRF4;THRAP3;IRF1;IRF7;IRF6;HDAC2;PRKAA1;USP16;HDAC1;WBP2;CXXC1;LRP5;FOXK1;RNF6;MLLT3;RNF4;LRP6;TFPT;MTA1;RBBP4;PCBD2;RBBP7;MTA2;MTA3;RNF20;ATF7IP;TAF15;TAF12;CNBP;TAF10;USP22;KLF4;HNRNPAB;KLF2;KLF6;KANSL1;KANSL2;PITHD1;KANSL3;QRICH1;NAA15;TAF4;TAF2
GO_Biological_Process_2023,TOR Signaling (GO:0031929),25/29,1.881673223968473e-07,7.880626668953675e-06,0,0,9.893138903259183,153.20449865315786,PRR5;MAPKAP1;NPRL3;SYAP1;RPTOR;FLCN;LARP1;EIF4EBP1;MLST8;EIF4EBP2;FNIP1;RPS6;MEAK7;MTOR;PINK1;RPS6KB1;RPS6KB2;TIPRL;LAMTOR2;LAMTOR1;LAMTOR4;RHEBL1;LAMTOR3;CARD11;LAMTOR5
GO_Biological_Process_2023,Cellular Response To Oxidative Stress (GO:0034599),73/117,1.9189943539007186e-07,7.973648193333931e-06,0,0,2.633947162935971,40.73740219318283,VKORC1L1;NCF1;SRXN1;PYROXD1;KEAP1;MPV17L2;NUDT2;PARK7;ZFAND1;PTPRK;CHCHD2;LONP1;AKT1;MPV17;PDK2;PDGFRA;GPX1;CHUK;PARP1;PRKCD;TPM1;ARNT;PEX2;FOS;MMP9;SIRT2;SELENOS;PEX5;TBC1D24;PPIA;SQSTM1;ATF4;PRKAA1;TMEM161A;PRKAA2;PXN;HTRA2;AGAP3;FOXO3;HIF1A;AIF1;FOXO1;ZFP36L2;PRDX3;PRDX2;MAPK9;PRDX5;MAPK8;ERMP1;ALDH3B1;ABL1;MGAT3;RPS3;MAPK1;ROMO1;PPARGC1A;MAPK3;SLC25A24;NQO1;JUN;PNPT1;GSR;PYCR2;SOD2;EIF2S1;PEX13;PEX14;SETX;MSRA;CCS;PINK1;CPEB2;NFE2L2
GO_Biological_Process_2023,Negative Regulation Of Apoptotic Signaling Pathway (GO:2001234),55/82,1.9391793159295566e-07,7.99456972668771e-06,0,0,3.2309068351654693,49.93634937621469,RB1;SLC35F6;NDUFA13;DDX3X;GHITM;PARK7;TRIAP1;CLU;CX3CL1;SH3RF1;HERPUD1;LGALS3;OPA1;AKT1;ITGAV;TMEM14A;MEN1;ACVR1;GPX1;CSNK2A1;PIH1D1;CSNK2A2;MMP9;TGFBR1;PSME3;TMBIM1;NDUFS3;PPIF;BIRC6;ITGA6;PHIP;TMBIM6;SLC25A5;ZMYND11;SLC25A4;PSMD10;URI1;ASAH2;SRC;GSTP1;MAZ;HTT;GATA4;THBS1;RELA;RIPK1;BAK1;TCF7L2;PRELID1;SIAH2;CFLAR;BMP4;PINK1;BCL2L1;GRINA
GO_Biological_Process_2023,Protein-Containing Complex Disassembly (GO:0032984),44/62,2.7351120614023615e-07,1.1188516548852916e-05,0,0,3.874411167293314,58.54980417131276,NAPA;GSK3B;BECN1;VCP;TSG101;VPS4B;VPS4A;PIK3R4;APEH;GSPT1;FRAT1;MAP1LC3B;FRAT2;MAP1LC3A;CHMP1B;CHMP1A;LAMP2;UBQLN1;EPG5;SNAP29;RPL17;VPS16;VTI1B;NSF;HSPA8;VPS33A;PEX2;WIPI2;PEX14;PPP1CA;VAMP8;VAMP7;SNX14;PEX5;CHMP2B;CHMP4C;CHMP2A;CHMP3;ETF1;VIPAS39;CHMP6;CHMP7;TECPR1;CHMP5
GO_Biological_Process_2023,Endocytic Recycling (GO:0032456),45/64,3.092531113452446e-07,1.2318191941258683e-05,0,0,3.754094780519764,56.270523716241385,DENND1B;VPS29;STX12;STX16;DENND1A;WIPF3;SNX12;VPS26C;VPS26A;PTPN23;SNX3;SNX4;SNX27;VPS51;VPS50;VPS53;VPS52;MICALL2;STX6;VTI1A;VPS35;ENTR1;SNX7;CCDC93;WASHC1;EPS15;RAB11FIP3;VPS39;ATP6AP1;EIPR1;CMTM6;LMTK2;VPS13B;SNF8;RAB11B;EHD1;EHD4;RAB14;HGS;SNX17;RAB35;RAB17;VAMP4;ARF6;VPS35L
GO_Biological_Process_2023,Cellular Response To Starvation (GO:0009267),77/126,3.093839542939719e-07,1.2318191941258683e-05,0,0,2.4950520833333334,37.397544148930784,CDKN1A;BMPR2;EHMT2;USP33;WDR45;ZFYVE1;RPTOR;FLCN;MAP1LC3B;MAP1LC3A;SESN1;LAMP2;FADS1;MFSD2A;SH3GLB1;KLF10;GABARAPL2;SREBF1;GABARAPL1;SZT2;TFEB;WIPI2;SIRT1;SREBF2;RRAGA;SFRP1;IMPACT;RRAGC;RRAGD;PICK1;PLIN3;PLIN2;KPTN;PPARA;XPR1;ATF4;BECN1;PRKAA1;MTMR3;SEH1L;PRKAA2;RALB;WDR45B;NPRL3;CLEC16A;PIK3R4;FOXO3;FOXO1;GABARAP;MAPK8;WRN;NUAK2;PMAIP1;MAPK1;GAS2L1;FNIP1;HNRNPA1;ATG7;GCN1;ATG5;MAPK3;HSPA8;XBP1;AOC1;HSPA5;EIF2AK3;ASNS;EIF2AK2;EIF2S1;MTOR;DAP;TBL2;STK24;MYBBP1A;JMY;VPS41;CPEB4
GO_Biological_Process_2023,Protein Dephosphorylation (GO:0006470),76/124,3.11041863372798e-07,1.2318191941258683e-05,0,0,2.5138328342663714,37.66560784808144,PTPRR;PTPRS;PTEN;PPP2R2A;PTPN22;PTPRJ;PTPRK;PTPRH;DUSP16;PTPRF;CDC14B;PTPRG;PPP1CB;DUSP11;PPP1CC;DUSP12;PPP3CA;PPP6C;STK11;PPP3CB;PPP4R1;PPP2R1A;PPP2R5E;SBF1;TNS2;ILKAP;DUSP5;PPP1R12A;PPTC7;FBXW11;PPP2R5B;PPP2R5A;PPP4R3A;PPP2R5D;PPP4R3B;PPP2R5C;DUSP6;CTDNEP1;PPM1A;PPM1B;SDHAF2;CTDSP1;CTDSP2;PGAM5;PHPT1;PPP1R15B;MTMR2;MTMR3;CTDP1;PPM1H;DAPP1;PPM1J;MTMR4;PPM1D;MTMR6;MTM1;TIMM50;PPM1G;PPP2CA;PPP2CB;PPP3R1;PTPN18;PTPN11;PTPN12;PPP1CA;PTPRE;PPP5C;PTPRC;PDP2;UBLCP1;PTPRA;PTPN9;PTPN6;TAB1;PTPN2;PTPN3
GO_Biological_Process_2023,Regulation Of DNA Metabolic Process (GO:0051052),76/124,3.11041863372798e-07,1.2318191941258683e-05,0,0,2.5138328342663714,37.66560784808144,ACVRL1;SMG1;USP37;TRRAP;EHMT2;GMNN;JADE1;NUCKS1;SMC6;SMC3;SMG5;SMG6;YY1;BABAM1;ING4;BABAM2;PPP2R1A;RUVBL2;RUVBL1;UIMC1;KAT7;MPV17;KPNA1;UPF1;ESCO1;NSMCE3;ZBTB38;NSMCE2;ACTL6A;NSMCE1;ACTR8;BAZ1A;SIRT7;TERF2;SUPT7L;UCHL5;TOM1L1;CCNA2;KAT2B;NSMCE4A;SUB1;UBE2V2;TERF2IP;UBE2V1;ANKRD17;INO80C;SF3B5;ENY2;INO80E;INO80D;PARG;SF3B3;PDGFA;BAZ2A;TAF5L;PPP2CA;TFPT;CHRAC1;ORC3;USP1;RBBP6;TAF12;ALYREF;MCRS1;TAF10;USP22;SMARCA5;INO80;CDK9;TADA2B;TMEM98;POLE3;HNRNPD;UBE2N;TAF4;TAF2
GO_Biological_Process_2023,Regulation Of Protein Binding (GO:0043393),73/118,3.127985067516892e-07,1.2318191941258683e-05,0,0,2.57520388686448,38.57064825803955,APP;GSK3B;CDKN1A;KDM1A;NVL;HFE;USP33;PARK7;IDE;IFIT1;SPPL3;GOLGA2;FLOT1;RACK1;AKT1;PRKACA;LDLRAP1;B2M;DTX3L;AKTIP;CTNNBIP1;PRKCD;TMC8;TFIP11;GTF2F1;TLE5;SLPI;SUB1;TRIB3;ITGB1BP1;TMBIM6;ZFPM1;CRK;LRPAP1;HDAC5;RALB;LRP1;ROCK1;EPB41;RPL11;PDGFB;DERL1;NMD3;PSEN1;ADD1;AURKB;STK3;PPP2CA;MAPK8;BTBD1;DVL1;SYMPK;MARK3;MARK2;TCF7L2;SNAPIN;USP9X;CAV1;AMFR;PLK1;HIP1R;SORL1;PEX14;PPP1CA;BMP4;FKBP1A;GNL3L;CAPRIN2;PIN1;BAX;CAMK1;RAN;TAF1
GO_Biological_Process_2023,Positive Regulation Of Protein Modification By Small Protein Conjugation Or Removal (GO:1903322),53/79,3.188047463286907e-07,1.2461723306492598e-05,0,0,3.2325914609793114,48.35532387023608,GSK3B;GSK3A;KDM1A;PHF23;UBE3A;UBE2L3;SUMO1;FBXO4;CDK5RAP3;PIAS4;FBXW7;NSMCE3;SPHK1;AXIN1;MUL1;COMMD1;GNL3;TBC1D7;CRY1;BIRC2;BIRC3;PSMD10;HDAC3;PAXIP1;DCUN1D5;CUL3;DCUN1D1;DERL1;XIAP;BCL10;PTTG1IP;RCHY1;HSPBP1;TANK;INAVA;UBB;UBQLN1;NDFIP2;NDFIP1;CENPX;WFS1;CAV1;HUWE1;LAPTM5;FBXO33;SMAD7;FKBP1A;PINK1;TNIP1;SPRTN;UBA2;STUB1;SAE1
GO_Biological_Process_2023,Peptidyl-Threonine Modification (GO:0018210),46/66,3.456317977543372e-07,1.3411022034923805e-05,0,0,3.645817663078719,54.24208070235854,ATF2;GALNT11;GSK3B;GSK3A;CAMK2D;DYRK2;ROCK1;ROCK2;TNKS;STK39;ACVR1B;STK11;MAPK8;TBK1;AKT1;MAPK1;MARK2;GALNT6;GALNT4;CSNK2A1;GALNT3;PDPK1;GALNT2;CDC42BPG;GALNT1;CSNK2A2;PRKCD;DYRK1A;DYRK1B;LMTK2;PRKCA;OXSR1;CDC42BPB;HIPK1;TGFBR1;HIPK3;TGFBR2;SBK1;CDK5;WNK1;CSNK2B;CDK1;CDK10;PRKD2;ULK1;TAF1
GO_Biological_Process_2023,Establishment Of Protein Localization To Organelle (GO:0072594),56/85,3.763452614868888e-07,1.4496160181505927e-05,0,0,3.0626743503978435,45.30540315129502,IPO13;RPAIN;IPO11;NUP107;NXT1;NUP188;PPP1R10;CSE1L;HIKESHI;NXT2;IPO7;PHB2;IPO4;IPO5;EIF4ENIF1;IPO8;LAMP1;NUP62;KPNA6;AKT1;FAM53B;FAM53A;KPNA4;TNPO1;KPNA3;TNPO2;TNPO3;APPL1;KPNA1;NUP214;SEC13;SYK;APLP2;TSC2;SCRIB;NUP50;NUP98;KPNB1;POM121;RALA;PTTG1IP;STK3;NEURL1B;NUP85;TPR;E2F3;NUP88;PEX19;IL10RA;STAT3;NUP153;RAB11A;PINK1;BCL3;RANGRF;RAN
GO_Biological_Process_2023,Dephosphorylation (GO:0016311),87/147,4.132791690760225e-07,1.58034360522766e-05,0,0,2.303174706649283,33.85469325725979,PTPRR;PTPRS;PTEN;PPP2R2A;PTPN22;PTPRJ;PTPRK;PTPRH;DUSP16;CDC14B;PTPRG;PPP1CB;DUSP11;PPP1CC;DUSP12;NANP;PPP3CA;PPP6C;STK11;PPP3CB;PPP4R1;PPP2R1A;PPP2R5E;ACP6;SBF1;ILKAP;DUSP5;PPP1R12A;PPTC7;FBXW11;PPP2R5B;PPP2R5A;PPP4R3A;PPP2R5D;PPP4R3B;PPP2R5C;THNSL2;CTDNEP1;PLPP6;DUSP23;PPM1A;PLPP5;PPM1B;SDHAF2;CTDSP1;CTDSP2;PHPT1;PLPP3;PLPP2;FBP1;PLPP1;MTMR2;MTMR3;CTDP1;PPM1H;DAPP1;PPM1J;MTMR4;PPM1D;MTMR6;MTM1;TIMM50;PPM1G;NT5C;PPP2CA;PPP2CB;PPP3R1;INPP5K;PTPN18;EPHX2;PTPN11;PTPN12;SGPP2;SGPP1;PPP1CA;PTPRE;PPP5C;PTPRC;PDP2;UBLCP1;PTPRA;PTPN9;ALPI;PTPN6;TAB1;FRA10AC1;PTPN3
GO_Biological_Process_2023,Protein K48-linked Ubiquitination (GO:0070936),48/70,4.1878382664178564e-07,1.5898721245961886e-05,0,0,3.458814372811,50.79583996517276,RNF34;UBE3C;CUL3;UBE2D3;CUL1;RNF8;NEDD4L;UBE3A;RNF6;NT5C2;RNF4;RNF5;ZNRF1;RNF115;ZNRF2;RNF216;UBE2Q2;UBR5;ARIH2;TRIM25;RFFL;FBXO9;UBE2H;DTX3L;UBE2B;UBE2C;UBE2E3;FBXO38;UBE2E1;SYVN1;BFAR;UBE2G1;UBE2A;UBE2G2;RBX1;RNF146;RNF126;ITCH;CDC34;IFI27;UBE2R2;TTC3;PELI1;KBTBD7;TRIM31;TRIM32;UBE2K;RNF187
GO_Biological_Process_2023,Regulation Of Mitochondrion Organization (GO:0010821),37/50,4.454602540758798e-07,1.6790669719702984e-05,0,0,4.508868074930251,65.93839827430601,GSK3B;USP36;GSK3A;MTCH2;RAP1GDS1;HTRA2;MIEF2;OMA1;MFF;PARL;FLCN;TMEM102;RHOT1;EP300;VPS35;DNM1L;PPARGC1A;SREBF1;FIS1;SLC30A9;FZD5;FBXW7;STAT2;CSNK2A2;PDE2A;MUL1;SIRT7;SREBF2;GOLPH3;PINK1;HAX1;INF2;PLSCR3;FKBP8;VDAC1;SFI1;SQSTM1
GO_Biological_Process_2023,Import Into Nucleus (GO:0051170),50/74,4.901422968408973e-07,1.8343836173258262e-05,0,0,3.3030037628130278,47.987921663288965,IPO13;RPAIN;IPO11;NUP107;NXT1;NUP188;PPP1R10;CSE1L;HIKESHI;NXT2;IPO7;PHB2;IPO4;IPO5;EIF4ENIF1;IPO8;NUP62;KPNA6;AKT1;FAM53B;FAM53A;KPNA4;TNPO1;KPNA3;TNPO2;TNPO3;APPL1;HTATIP2;KPNA1;NUP214;SEC13;SYK;APLP2;TSC2;NUP50;NUP98;KPNB1;POM121;PTTG1IP;STK3;NUP85;TPR;E2F3;NUP88;HNRNPA1;STAT3;NUP153;BCL3;RANGRF;RAN
GO_Biological_Process_2023,Late Endosome To Vacuole Transport Via Multivesicular Body Sorting Pathway (GO:0032511),22/25,5.040835123364697e-07,1.8732737285912328e-05,0,0,11.604395604395604,168.2698156153683,LEPROT;TSG101;TMEM50A;TMEM50B;VTA1;VPS37C;VPS37A;PTPN23;SNF8;STAM;VPS37B;HGS;LEPROTL1;MVB12A;CHMP4C;UBAP1;CHMP6;VPS36;CHMP7;STAM2;VPS28;CHMP5
GO_Biological_Process_2023,intra-Golgi Vesicle-Mediated Transport (GO:0006891),27/33,5.150962214661185e-07,1.9008131193543407e-05,0,0,7.123738680465718,103.14398629135982,NAPA;COPB2;COPA;COPB1;GOSR2;GOSR1;NAPG;RAB43;GOLGA5;VTI1A;RAB6A;VTI1B;NSF;GABARAPL2;TRAPPC3;COG8;COG7;COG6;COG5;TRAPPC10;COG3;COG2;COPZ1;RAB33B;COPG2;COPG1;COPE
GO_Biological_Process_2023,Fatty Acid Oxidation (GO:0019395),38/52,5.338141361863906e-07,1.956206386566377e-05,0,0,4.300168415597875,62.10827037125556,ABCD4;ABCD3;ACAA2;ECHS1;ECI1;ECI2;HSD17B4;CROT;ADIPOR1;ADIPOR2;HSD17B10;MTLN;ADH5;ACAT1;ADH4;AUH;CPT2;SCP2;HACL1;ACADM;ACAD11;ACAD10;ACADS;PPARGC1A;DECR1;PHYH;PEX2;PEX13;HADHB;HADHA;SLC25A17;ACOX1;ILVBL;EHHADH;ECHDC1;ECHDC2;SLC27A2;PPARD
GO_Biological_Process_2023,Regulation Of Mitochondrial Translation (GO:0070129),20/22,5.382530840165873e-07,1.958870016796918e-05,0,0,15.821377795010989,228.38059126548944,COA3;TRUB2;TSFM;MRPS27;TRMT10C;FASTKD2;SHMT2;UQCC2;NSUN3;RMND1;MPV17L2;MALSU1;LRPPRC;RCC1L;RPUSD4;NGRN;MTG1;C1QBP;MTG2;RPUSD3
GO_Biological_Process_2023,Endoplasmic Reticulum To Cytosol Transport (GO:1903513),15/15,6.703680998399812e-07,2.4229674403120417e-05,0,0,183645.0,2610594.271773611,VCP;FAF2;SEL1L;DERL1;SYVN1;DERL2;HERPUD1;HSP90B1;ERLEC1;NPLOC4;OS9;SELENOS;TMEM129;UFD1;SEC61B
GO_Biological_Process_2023,mRNA 3'-End Processing (GO:0031124),31/40,6.903139603606955e-07,2.4780862372948235e-05,0,0,5.454223832945034,77.37427013483918,APP;SLBP;CSTF3;CSTF2;CSTF2T;TENT4B;CDC73;LSM10;PCF11;LEO1;PAPOLA;SYMPK;RPRD1B;TENT2;MTPAP;HEXIM1;CPSF4;CPSF7;CPSF6;CPSF1;NCBP1;NCBP2;CPSF3;CPSF2;SSU72;PEX2;RPRD2;WDR33;NUDT21;PABPC1;GRSF1
GO_Biological_Process_2023,Golgi To Plasma Membrane Transport (GO:0006893),35/47,7.09410437156385e-07,2.529431673563678e-05,0,0,4.619755244755245,65.41033646083542,MACF1;SYS1;GCC2;ARFRP1;GGA1;GOLGA4;KIF13A;CCDC93;GOLGA7;SPTBN1;NSF;ARFGEF2;OSBPL5;EXOC7;SEC16A;EXOC6B;GOLPH3L;ANK3;COMMD1;RAB10;GOLPH3;PREPL;KRT18;RAB31;RABEP1;EXOC6;GOPC;EXOC5;VAMP5;BLZF1;EXOC2;LLGL1;OPTN;VAMP2;VPS35L
GO_Biological_Process_2023,Positive Regulation Of Proteasomal Protein Catabolic Process (GO:1901800),58/90,7.17509453014306e-07,2.5411391835949617e-05,0,0,2.8747158721911936,40.66998448668005,DET1;GSK3B;GSK3A;RNF14;FMR1;KEAP1;RNF19B;CLU;FBXO22;SH3RF1;DDA1;NUB1;SUMO1;RNF19A;SUMO2;ARIH2;RACK1;ELOB;ARIH1;ZYG11B;USP5;FBXW7;AXIN1;CSNK1D;RAD23A;AXIN2;SIRT2;RBX1;TMEM259;TRIB3;NUPR1;TRIB1;PSMD10;VCP;RCHY1;HSPBP1;GABARAP;RNFT1;BAG6;COP1;HECTD1;DDRGK1;DVL1;OSBPL7;ANKIB1;CSNK1A1;PLK1;DAB2IP;SMAD7;PSMC5;PSMC6;PSMC3;PSMC2;MDM2;STUB1;NOP53;RNF185;TAF1
GO_Biological_Process_2023,"Positive Regulation Of DNA-templated Transcription, Elongation (GO:0032786)",40/56,7.252161407082252e-07,2.551310383011536e-05,0,0,3.961059997408319,55.99669752880276,TCERG1;CCNK;CCNT2;CCNT1;ELL;PWWP2B;ZMYND8;MED19;MED16;MED15;CDC73;MED17;MED11;MED14;MED30;MED10;MED31;LEO1;KAT7;HMGN1;BRD4;MED1;NCBP1;PARP1;NCBP2;MED8;MED9;MED27;MED4;ELL2;MED29;MED6;MED28;MED23;CDK9;MED22;DDX39B;MED21;EAPP;CDK13
GO_Biological_Process_2023,"Regulation Of mRNA Splicing, Via Spliceosome (GO:0048024)",60/94,7.542126146970785e-07,2.6357483230175382e-05,0,0,2.79918073504574,39.46170661105019,DAZAP1;RBM25;CELF1;FMR1;HNRNPU;RBM3;PTBP1;CWC22;MAGOH;RBM7;RBM5;DDX17;PRMT5;NCBP1;CIRBP;JMJD6;SRRM1;WDR77;THRAP3;CLNS1A;NCL;SRSF3;SRSF4;NUP98;SRSF6;SRSF7;SRSF9;SF3B4;KHDRBS1;DDX5;RBM47;RBM8A;SFSWAP;YTHDC1;FXR1;FXR2;FAM172A;PUF60;U2AF2;TRA2B;TRA2A;SAP18;HNRNPA1;SRSF10;ZBTB7A;HNRNPA0;SRPK2;RBM39;TIA1;WTAP;LARP7;PRDX6;SRPK1;HNRNPL;SMU1;HNRNPK;SNW1;SON;RNPS1;RBMX
