group,names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference
Duodenum,S100g,228.00218,128.25455,0.0,0.0,0.9815644035660979,0.20749385587929925
Duodenum,Reg1,224.39247,272.31403,0.0,0.0,0.9992738714752512,0.4544940793018702
Duodenum,Sult6b2,200.46742,16.878366,0.0,0.0,0.8971721328008391,0.1284679782885831
Duodenum,Papss2,199.24283,37.051315,0.0,0.0,0.9869296865545202,0.717278450235908
Duodenum,Slc4a7,179.98976,10.305953,0.0,0.0,0.9015692444229295,0.3838005493566744
Duodenum,Otop3,179.68045,7.568617,0.0,0.0,0.8177417402880309,0.11271011578546176
Duodenum,Alpi,174.51326,61.28728,0.0,0.0,0.9922949695429424,0.8739896699917202
Duodenum,2210407C18Rik,170.46472,14.533725,0.0,0.0,0.9537698172576546,0.5138456281459869
Duodenum,Slc46a1,167.84549,13.058769,0.0,0.0,0.9150833030779781,0.4601322135919778
Duodenum,Ugt2b5,164.05623,7.2461834,0.0,0.0,0.8770422364758562,0.3607485970376796
Duodenum,Cyp2c29,160.90204,9.718776,0.0,0.0,0.8122554358788172,0.24025811878195272
Duodenum,Slc40a1,160.01509,11.565825,0.0,0.0,0.7175763443462826,0.0831526239009581
Duodenum,Gsta1,159.45757,49.787773,0.0,0.0,0.9842268748235105,0.7776682569096716
Duodenum,Gsta4,157.67165,13.29108,0.0,0.0,0.937996692081165,0.6278437093403777
Duodenum,Pigr,157.16576,45.26738,0.0,0.0,0.9990318286336681,0.984846692688825
Duodenum,Tmprss15,154.97098,7.7046885,0.0,0.0,0.6973254266005083,0.06634336106401714
Duodenum,Fth1,154.63545,345.40704,0.0,0.0,0.9995965952640284,0.9919962149587982
Duodenum,Dmbt1,147.61534,8.103055,0.0,0.0,0.9540925410464319,0.6526041872018294
Duodenum,Prap1,146.67223,208.679,0.0,0.0,0.9997982976320142,0.9951898434727753
Duodenum,Ahcyl1,142.7895,7.4306216,0.0,0.0,0.9363023921900843,0.7380698918371906
Duodenum,Slc30a10,140.25798,5.763745,0.0,0.0,0.7144701278793013,0.21624676365834747
Duodenum,Ces1f,140.0098,5.8893523,0.0,0.0,0.9297268949937473,0.5995216128481121
Duodenum,Gm3776,137.58948,7.0251822,0.0,0.0,0.8008794223244181,0.32561868338393196
Duodenum,Car2,136.8363,5.620046,0.0,0.0,0.7376659001976683,0.25525371604305486
Duodenum,Cyp2c66,136.17558,6.32807,0.0,0.0,0.8743394247448465,0.46007964357528686
Duodenum,Adh6a,134.64021,23.246195,0.0,0.0,0.9907620315462503,0.807186321281657
Duodenum,Ckb,133.68631,12.810673,0.0,0.0,0.9928193956997056,0.8927177384378819
Duodenum,Oit1,131.0647,6.5335307,0.0,0.0,0.9397716729194401,0.7879456951727583
Duodenum,Nadk2,130.9716,3.9315162,0.0,0.0,0.7722376860704344,0.3516934116626582
Duodenum,Ncoa4,129.89601,7.494886,0.0,0.0,0.8518697809512283,0.5857219834667298
Duodenum,Akr1c13,129.25934,8.8886385,0.0,0.0,0.9552624147807496,0.7808224579111304
Duodenum,Ppa1,128.30888,9.2192545,0.0,0.0,0.9716809875347937,0.8491240520968866
Duodenum,Ociad2,126.71929,5.8206697,0.0,0.0,0.9284359998386381,0.7169893151441076
Duodenum,Bpnt1,125.013794,10.403753,0.0,0.0,0.9830973415627899,0.8828082902916322
Duodenum,Acaa2,123.174034,6.6573777,0.0,0.0,0.9662753640727743,0.847967511729685
Duodenum,Cyp3a11,122.006165,38.994957,0.0,0.0,0.9731735850578885,0.789351943119242
Duodenum,Aadac,121.70249,6.0182333,0.0,0.0,0.9346887732461979,0.6656284088370198
Duodenum,Adh1,121.215805,15.840378,0.0,0.0,0.9910040743878333,0.7840555139376256
Duodenum,Slc19a1,121.13042,3.4493918,0.0,0.0,0.6671910928234297,0.2182444242926047
Duodenum,Bche,120.6608,4.9665394,0.0,0.0,0.9129855984509259,0.7069221569477848
Duodenum,Onecut2,119.38801,3.3177354,0.0,0.0,0.6331840735810238,0.15926086556532482
Duodenum,Tm4sf20,118.29957,9.467861,0.0,0.0,0.9486465771108152,0.8130215931343558
Duodenum,Ces2g,118.29877,3.377905,0.0,0.0,0.7157206825608132,0.276071442652683
Duodenum,Apoc2,118.16482,101.89439,0.0,0.0,0.9928193956997056,0.8659727424463457
Duodenum,Xdh,115.29229,13.315927,0.0,0.0,0.9377546492395821,0.807856588994467
Duodenum,Marc2,114.30995,16.036236,0.0,0.0,0.9945943765379806,0.955197203275112
Duodenum,Slc2a2,114.23459,7.7475595,0.0,0.0,0.919843478962443,0.636596617119426
Duodenum,Slc27a2,113.569084,3.6660228,0.0,0.0,0.8214127233853725,0.4890851502845352
Duodenum,Gstt1,112.938065,3.6495705,0.0,0.0,0.8706684416475049,0.6230598378214985
Duodenum,Slc26a6,112.58493,9.91083,0.0,0.0,0.9630077857114042,0.887763014364757
Duodenum,Arg2,112.51099,16.1611,0.0,0.0,0.9903989672838759,0.9085807409743852
Duodenum,Slc11a2,111.43567,4.0725913,0.0,0.0,0.7605792892008553,0.4504856155291829
Duodenum,Gstm1,110.90284,11.579229,0.0,0.0,0.9229900359030215,0.7375310491661081
Duodenum,Ugdh,110.68143,10.07405,0.0,0.0,0.9506636007906732,0.8390568939005638
Duodenum,Gstm3,110.30303,11.506781,0.0,0.0,0.9272257856307233,0.6731590637280027
Duodenum,Ephx1,108.859085,4.1787543,0.0,0.0,0.616321755617411,0.21763986910065844
Duodenum,Akr1c19,108.73075,8.8996725,0.0,0.0,0.9530033482593085,0.8022447397127048
Duodenum,Chpt1,108.52073,4.133665,0.0,0.0,0.9236354834805761,0.7165161849938887
Duodenum,Ugt2b35,108.24303,2.8000216,0.0,0.0,0.6931703578200008,0.30327642629026536
Duodenum,Ppme1,107.92401,3.3440301,0.0,0.0,0.6663036024042922,0.2931435555730789
Duodenum,Ugt2b34,107.81758,13.524252,0.0,0.0,0.9874541127112832,0.9374285376335607
Duodenum,Lpgat1,107.42056,6.241826,0.0,0.0,0.9434023155431844,0.7861451721010921
Duodenum,Fbp1,107.33325,3.380443,0.0,0.0,0.721206986970027,0.3616160023130807
Duodenum,Apoa4,105.698265,216.81824,0.0,0.0,0.9995965952640284,0.91540170064004
Duodenum,Cyp2c65,105.45378,7.2876716,0.0,0.0,0.9312194925168421,0.7608327090643852
Duodenum,Gda,105.347824,17.98185,0.0,0.0,0.9735769897938602,0.8764998882887145
Duodenum,AA467197,105.33804,4.7592115,0.0,0.0,0.8644963491871395,0.6593857193549659
Duodenum,Slc23a2,104.31248,2.6952162,0.0,0.0,0.6784864254306345,0.3159720853211371
Duodenum,Ddc,104.18387,4.949486,0.0,0.0,0.9176247529145992,0.7485444676628685
Duodenum,Por,103.53018,4.3602676,0.0,0.0,0.9425148251240469,0.819973977841738
Duodenum,Atp2b1,103.479385,4.589078,0.0,0.0,0.8358546129331559,0.6251757809933105
Duodenum,Pdx1,103.08568,7.402885,0.0,0.0,0.44071967404897333,0.006544967078027047
Duodenum,Ephx2,102.99573,10.614967,0.0,0.0,0.9557465004639154,0.8044395379095532
Duodenum,Me1,102.70583,2.8564694,0.0,0.0,0.6225341885513735,0.2319389136406051
Duodenum,Dhrs1,102.10302,7.662059,0.0,0.0,0.9536487958368631,0.8050440931014996
Duodenum,Casp3,102.02984,2.985926,0.0,0.0,0.7724393884384203,0.46139389399256137
Duodenum,Cyp3a13,101.926956,16.317146,0.0,0.0,0.9641373189721247,0.8670504277885108
Duodenum,Slc37a2,101.67716,5.7944417,0.0,0.0,0.45653313969906006,0.035156198662093074
Duodenum,Tkfc,101.66031,5.7576895,0.0,0.0,0.9369478397676388,0.8306325487258343
Duodenum,Ada,101.55347,22.63353,0.0,0.0,0.9166162410746702,0.6967235737097347
Duodenum,Enpp3,101.27768,9.149929,0.0,0.0,0.8494896930089959,0.5600415303131858
Duodenum,Cyp2b10,101.22289,12.303772,0.0,0.0,0.945540360643834,0.7254925153438736
Duodenum,Slc13a1,101.08058,3.6895864,0.0,0.0,0.8399693412400662,0.551275480029965
Duodenum,Fam13a,100.41349,2.8609047,0.0,0.0,0.5834039291621284,0.19424621167317221
Duodenum,Aldob,100.02043,59.484688,0.0,0.0,0.9977005930049618,0.9871334884148826
Duodenum,Car9,98.392426,2.7966907,0.0,0.0,0.6725160353382549,0.34340049152965607
Duodenum,Gpd1,98.38323,7.3237586,0.0,0.0,0.9619992738714752,0.8943079814427841
Duodenum,Idh1,98.239426,9.169235,0.0,0.0,0.9690991972245754,0.8968050572356057
Duodenum,Ces1e,97.20672,2.4981983,0.0,0.0,0.6093025132115051,0.23768218796409468
Duodenum,Ceacam18,97.14643,3.0596356,0.0,0.0,0.7813949735769898,0.5036601874121095
Duodenum,Treh,96.50696,7.4009447,0.0,0.0,0.9325103876719513,0.781256160548831
Duodenum,Acaa1b,96.07893,2.4683883,0.0,0.0,0.6447214490298117,0.28421979523978497
Duodenum,Plut,96.02826,3.7317917,0.0,0.0,0.51676146677962,0.13870598903915152
Duodenum,Cps1,95.91157,3.4864187,0.0,0.0,0.9507442817378676,0.8197899827833195
Duodenum,Scamp5,95.659065,2.5383685,0.0,0.0,0.809673645568599,0.5673487626332321
Duodenum,Vdr,95.427444,4.3162694,0.0,0.0,0.9383597563435395,0.8478755142004758
Duodenum,Ucp2,95.17351,12.613097,0.0,0.0,0.9585703336157166,0.879719801811037
Duodenum,Slc2a5,95.127914,5.497747,0.0,0.0,0.9066924845697688,0.7485838951753867
Duodenum,Ces2c,95.036896,9.685148,0.0,0.0,0.9448142321190851,0.8472183889918385
Duodenum,Slc25a45,94.624916,4.743703,0.0,0.0,0.9129049175037315,0.7536831867944118
Duodenum,Prxl2a,94.513275,7.0797825,0.0,0.0,0.9112509580862479,0.7234817122054437
Duodenum,Phyh,94.29584,11.60055,0.0,0.0,0.962443019081044,0.8913509180039164
Duodenum,Gm5485,94.23608,15.716502,0.0,0.0,0.9182298600185567,0.7922958640539368
Duodenum,Cdr2,93.798004,3.1116943,0.0,0.0,0.8553794021541813,0.6442586970521363
Duodenum,Acadl,93.64979,3.3277874,0.0,0.0,0.8555407640485699,0.6649449986200371
Duodenum,Cyp3a25,93.61079,7.507108,0.0,0.0,0.9307354068336763,0.7502135656928071
Duodenum,P4hb,93.35194,22.650469,0.0,0.0,0.9960466335874784,0.9884740238405025
Duodenum,Ces1g,93.25524,3.1130874,0.0,0.0,0.5126467384727097,0.13829857140979643
Duodenum,Gstm4,93.24189,2.918412,0.0,0.0,0.5662188874097381,0.21033263678061218
Duodenum,Gsto1,92.38646,11.603448,0.0,0.0,0.9816854249868894,0.9534361077159642
Duodenum,Bbox1,92.26182,2.8437104,0.0,0.0,0.5478639719230304,0.1803940122750989
Duodenum,Retsat,92.16377,3.27665,0.0,0.0,0.839686957924886,0.6260957562854026
Duodenum,Cbr1,91.56461,8.924577,0.0,0.0,0.9605470168219775,0.8913114904913982
Duodenum,Foxq1,91.405655,3.7021563,0.0,0.0,0.4579853967485578,0.08650396246500808
Duodenum,Elovl6,90.94687,2.408691,0.0,0.0,0.669530840292065,0.3712231728633574
Duodenum,Pkm,90.75326,11.404236,0.0,0.0,0.98664730323934,0.96581634664669
Duodenum,Slc39a14,89.660835,2.2508464,0.0,0.0,0.7692121505506475,0.5234133711837453
Duodenum,Fam234a,89.53624,5.5808625,0.0,0.0,0.9592561216668684,0.8998409756995098
Duodenum,Abcc2,89.43444,3.6505022,0.0,0.0,0.887087014401549,0.7210634914376586
Duodenum,Cyp2j6,89.39352,6.7784033,0.0,0.0,0.9290007664689983,0.8150192537686131
Duodenum,Akr1c12,89.37875,3.1452966,0.0,0.0,0.8667554157085804,0.689692333977316
Duodenum,Nat8f5,89.296715,3.1668737,0.0,0.0,0.8058009601032716,0.5549028111816425
Duodenum,Ank,89.132744,2.4363456,0.0,0.0,0.6837710274718625,0.402844037902982
Duodenum,Fabp1,89.075516,159.57256,0.0,0.0,0.9995965952640284,0.8890904072862044
Duodenum,Gstm6,88.92353,2.3541381,0.0,0.0,0.6945015934487071,0.3806463483552156
Duodenum,Cyb5b,88.69038,9.560175,0.0,0.0,0.9820484892492638,0.9475219808382289
Duodenum,Mme,88.45048,10.170572,0.0,0.0,0.9618782524506838,0.823115036339024
Duodenum,Adh4,87.31028,3.0655625,0.0,0.0,0.47379886239864455,0.11804597247959626
Duodenum,Hsd17b6,86.30462,2.357496,0.0,0.0,0.7198354108677236,0.4367648411728371
Duodenum,Cyb5r3,86.29432,7.005164,0.0,0.0,0.9694622614869498,0.9029557491884503
Duodenum,Mdh2,85.806725,18.426184,0.0,0.0,0.9958045907458953,0.983453587246514
Duodenum,Smpdl3b,85.73174,2.7249522,0.0,0.0,0.795070394126427,0.5463338984610128
Duodenum,Gm42418,85.54075,17.425568,0.0,0.0,0.970269070958893,0.9332360788024551
Duodenum,Mia2,85.32532,2.5052705,0.0,0.0,0.8738956795352777,0.7096820828240613
Duodenum,Entpd5,84.916985,3.1473556,0.0,0.0,0.8731292105369317,0.725163952739555
Duodenum,Uqcrfs1,84.8994,6.062239,0.0,0.0,0.968736132962201,0.9217232451471303
Duodenum,Txnrd1,83.656845,3.3018057,0.0,0.0,0.9425955060712413,0.8645270669873437
Duodenum,Gpi1,83.409164,5.7817597,0.0,0.0,0.9765218443664528,0.9483105310885936
Duodenum,Il18,83.059784,2.7206762,0.0,0.0,0.7684053410787043,0.5147130334213881
Duodenum,Epas1,82.84578,2.050525,0.0,0.0,0.7312114244221227,0.48635150941660427
Duodenum,Aqp8,82.8362,4.798293,0.0,0.0,0.37952317560208154,0.033552813153018175
Duodenum,Vkorc1l1,82.63361,2.1149082,0.0,0.0,0.6009116947032959,0.30788944525489886
Duodenum,Pgrmc2,82.569954,1.9433986,0.0,0.0,0.7269353342208238,0.46711088330770545
Duodenum,Mttp,81.80489,17.143106,0.0,0.0,0.9898342006535157,0.9435529445780599
Duodenum,Htatip2,81.61743,2.20722,0.0,0.0,0.745895356811489,0.5253847468096571
Duodenum,Tomm70a,81.24104,1.9794867,0.0,0.0,0.8131025858243576,0.618604528906938
Duodenum,Aldh1a1,81.016785,8.941943,0.0,0.0,0.9661543426519827,0.891324632995571
Duodenum,Tob1,80.90559,2.791883,0.0,0.0,0.9108072128766792,0.7983282734692269
Duodenum,Lipa,80.74397,2.3174136,0.0,0.0,0.694985679131873,0.44605659162296785
Duodenum,Tmprss2,80.457436,1.8168464,0.0,0.0,0.8070111743111864,0.5986016375560199
Duodenum,Adipor2,80.13179,3.9674778,0.0,0.0,0.9443301464359192,0.877301581043252
Duodenum,BC005537,78.5135,2.9580653,0.0,0.0,0.951107346000242,0.8822037350996859
Duodenum,Gramd3,78.2971,2.5686078,0.0,0.0,0.843721005284602,0.6748544467662868
Duodenum,Ddi2,77.91972,1.7827269,0.0,0.0,0.7177377062406712,0.4840909986988921
Duodenum,Abcc3,77.78588,1.9190834,0.0,0.0,0.6290693452741135,0.3599731892914876
Duodenum,Casp6,77.77294,2.7681255,0.0,0.0,0.9097180200895558,0.7037022434254623
Duodenum,Gpr155,77.31856,1.9872539,0.0,0.0,0.6082940013715761,0.32937743957733706
Duodenum,Slc16a9,77.178276,6.737888,0.0,0.0,0.3314373310742668,0.006282116994572146
Duodenum,4931406C07Rik,77.13767,2.870033,0.0,0.0,0.8889426761870184,0.760017873805675
Duodenum,Plac8,77.11104,49.27255,0.0,0.0,0.9991528500544596,0.9951372734560843
Duodenum,Sco2,76.91542,2.4702396,0.0,0.0,0.8527169308967687,0.6768915349130623
Duodenum,Ggt1,76.7071,8.704868,0.0,0.0,0.9645407237080963,0.9188844642458174
Duodenum,Rbp2,76.669075,86.35653,0.0,0.0,0.9986687643712937,0.9602702098857916
Duodenum,Slc6a20a,75.56,6.253257,0.0,0.0,0.9384807777643309,0.8603871781729291
Duodenum,Hspa9,75.53009,2.5861936,0.0,0.0,0.9613538262939207,0.9004192458831106
Duodenum,Hsd17b13,75.05409,2.1241572,0.0,0.0,0.633466456896204,0.3726951333307048
Duodenum,Hopx,74.60631,1.9646183,0.0,0.0,0.5996207995481867,0.33893204011092276
Duodenum,Dglucy,74.00222,1.7823057,0.0,0.0,0.759248053572149,0.544415092851792
Duodenum,Cyp2c55,73.96602,3.6929612,0.0,0.0,0.7994675057485174,0.5859716910460119
Duodenum,B3gnt7,73.13762,2.479559,0.0,0.0,0.4302311509137117,0.13591977815452957
Duodenum,Gata4,72.666855,1.6121218,0.0,0.0,0.7147928516680786,0.47139533966802033
Duodenum,Glrx5,72.01727,1.7185224,0.0,0.0,0.7985800153293799,0.6156343229638975
Duodenum,Bri3bp,71.899086,1.6285738,0.0,0.0,0.6981725765460487,0.4631549895517092
Duodenum,Cyp1a1,71.71744,3.6141744,0.0,0.0,0.34918713945701724,0.05009922590650422
Duodenum,Nr1i3,71.33601,1.6792041,0.0,0.0,0.7492436161200533,0.5262915795975766
Duodenum,Leap2,70.99029,11.503295,0.0,0.0,0.9572794384606075,0.8423425199437501
Duodenum,Nfkbiz,70.84099,1.8976057,0.0,0.0,0.5259590947597724,0.25855248459041386
Duodenum,Nqo1,70.62226,1.8743362,0.0,0.0,0.6051474444309977,0.3660318837151231
Duodenum,Acad11,70.58848,2.051741,0.0,0.0,0.8088668360966558,0.6375560199240363
Duodenum,Ppm1j,70.57916,1.7488377,0.0,0.0,0.6004679494937271,0.3435713440839017
Duodenum,Abhd3,70.470665,1.7852986,0.0,0.0,0.6242284884424543,0.3821314513267358
Duodenum,Gstm7,70.22476,2.01722,0.0,0.0,0.49417080156521037,0.22189804045262784
Duodenum,Scarb1,69.94067,3.1187673,0.0,0.0,0.37903908991891566,0.096097990511112
Duodenum,Aldh4a1,69.86233,2.0242047,0.0,0.0,0.6962765742869821,0.46644061559489547
Duodenum,Gde1,69.72257,2.4949207,0.0,0.0,0.8651821372382912,0.7283312962451866
Duodenum,Sod1,69.48201,4.602069,0.0,0.0,0.9781354633103393,0.952778982507327
Duodenum,Pbld2,69.18159,2.8090699,0.0,0.0,0.8920488926539998,0.7715569924693451
Duodenum,Cck,69.10942,2.6068974,0.0,0.0,0.5460486506111581,0.27717541300319365
Duodenum,Hsd17b11,69.02813,3.7326665,0.0,0.0,0.9366654564524588,0.8546044763369213
Duodenum,Atl2,68.88364,1.8707267,0.0,0.0,0.8303279680503449,0.6829239443283524
Duodenum,Vapa,68.6985,3.1720405,0.0,0.0,0.9433216345959902,0.8803637845155016
Duodenum,Ap1s3,68.36819,2.831974,0.0,0.0,0.36479890273911814,0.0825743537173573
Duodenum,Ak2,68.26165,3.0427177,0.0,0.0,0.947073298640526,0.8955696618433676
Duodenum,Slc35c2,68.13369,2.1847327,0.0,0.0,0.8838194360401791,0.7602938663933025
Duodenum,Cyp2d26,67.72326,7.103398,0.0,0.0,0.9605873572955747,0.8971204773357515
Duodenum,Lars2,67.64405,2.6661177,0.0,0.0,0.6750978256484731,0.4840384286822011
Duodenum,Dgat2,67.615,2.8323,0.0,0.0,0.8882165476622695,0.7651565929372183
Duodenum,Nfe2l2,67.411736,2.407279,0.0,0.0,0.9323086853039655,0.8498994598430785
Duodenum,Bsg,67.25151,5.9214997,0.0,0.0,0.9914881600709993,0.9793662684487903
Duodenum,Cpt2,67.194916,2.0357344,0.0,0.0,0.8589697043043285,0.7398704149088567
Duodenum,Chchd2,67.184555,9.235477,0.0,0.0,0.9953205050627294,0.9828227470462222
Duodenum,Gzma,66.68335,2.8956242,0.0,0.0,0.7169712372423253,0.4859046642747309
Duodenum,Ahcyl2,66.663216,2.285074,0.0,0.0,0.8685303965468555,0.7522375113354098
Duodenum,Chchd10,66.60222,3.3512552,0.0,0.0,0.9259348904756142,0.8330901970061375
Duodenum,Abhd2,66.565544,2.4477549,0.0,0.0,0.8188309330751543,0.6667849492042214
Duodenum,Prdm16,66.2722,3.199373,0.0,0.0,0.3338980999636936,0.05847100106454284
Duodenum,Mfsd2a,66.19941,1.5510364,0.0,0.0,0.5535923191738271,0.29677088672475654
Duodenum,Ctsb,66.044624,5.469848,0.0,0.0,0.9796280608334342,0.9632535583330047
Duodenum,Slc20a1,65.85074,1.706898,0.0,0.0,0.5476219290814475,0.30724546255043433
Duodenum,Hmgcs2,65.62101,2.4296436,0.0,0.0,0.401064988502965,0.13553864553351996
Duodenum,Rdh16f2,64.78846,1.8236698,0.0,0.0,0.4800112953326072,0.22672133948402529
Duodenum,Slc25a3,64.71924,10.012066,0.0,0.0,0.9947153979587721,0.9848729776971704
Duodenum,Ireb2,64.705574,1.7201536,0.0,0.0,0.7068861188430352,0.5257658794306668
Duodenum,Gpcpd1,64.39173,1.6196747,0.0,0.0,0.552301424018718,0.3191788563392869
Duodenum,Abhd17a,64.24825,1.9948344,0.0,0.0,0.8736939771672919,0.7567848177791796
Duodenum,Cdip1,63.88935,1.4332231,0.0,0.0,0.7472265924401953,0.5641288491109095
Duodenum,Bco2,63.85849,1.7521846,0.0,0.0,0.7044253499536085,0.5078395037390424
Duodenum,Slc5a1,63.840008,17.133316,0.0,0.0,0.989148412602364,0.9632535583330047
Duodenum,Tmed4,63.83527,2.505608,0.0,0.0,0.9092742748799871,0.8230756088265058
Duodenum,Smpdl3a,63.69347,1.8930273,0.0,0.0,0.8093912622534188,0.689074636281197
Duodenum,2610507B11Rik,63.641293,1.5031651,0.0,0.0,0.8058816410504659,0.6634204681359986
Duodenum,Reep6,63.55376,2.22693,0.0,0.0,0.8820041147283069,0.7539328943736939
Duodenum,Gpt,63.225765,3.0265377,0.0,0.0,0.9363023921900843,0.865341902246054
Duodenum,Slc35d1,63.213264,1.7026663,0.0,0.0,0.6285852595909476,0.4315209820079118
Duodenum,Surf4,63.06712,3.3342855,0.0,0.0,0.9625237000282383,0.9223015153307311
Duodenum,Pank3,62.827168,1.57719,0.0,0.0,0.8038646173706079,0.6590571567506472
Duodenum,Gpd2,62.69801,1.8164825,0.0,0.0,0.8218161281213442,0.6808080011565404
Duodenum,Arl5a,62.6317,1.4496108,0.0,0.0,0.7262898866432692,0.550447502267082
Duodenum,Exoc3l4,62.406742,2.9460812,0.0,0.0,0.9168986243898504,0.8427762225814507
Duodenum,Gucy2c,62.06619,2.618333,0.0,0.0,0.9240388882165477,0.846469266253992
Duodenum,Rbm47,61.933132,2.0104887,0.0,0.0,0.9232724192182016,0.8353638502280224
Duodenum,Entpd7,61.778824,1.4295028,0.0,0.0,0.6352010972608818,0.42186124144094417
Duodenum,H2-K1,61.76756,18.19306,0.0,0.0,0.9968937835330187,0.9925087726215354
Duodenum,Gstm2,61.735985,1.6426697,0.0,0.0,0.636491992415991,0.4299438815071824
Duodenum,Crat,61.62777,1.7902031,0.0,0.0,0.8375489128242366,0.7065935943434662
Duodenum,Slc25a39,61.58105,2.0820415,0.0,0.0,0.91278389608294,0.8343124498942028
Duodenum,D5Ertd579e,61.282772,1.6157581,0.0,0.0,0.7465811448626407,0.5877984991260234
Duodenum,Slc9a3,61.27674,1.4044513,0.0,0.0,0.6628343216749365,0.44486062374324803
Duodenum,Pnp2,60.825424,3.1031048,0.0,0.0,0.928153616523458,0.8698103536647873
Duodenum,Cox5a,60.608223,7.159911,0.0,0.0,0.989148412602364,0.9669728870138916
Duodenum,Tnfsf13,60.425056,1.4833792,0.0,0.0,0.5742063011819759,0.36123486969207114
Duodenum,Acox1,60.424267,5.092596,0.0,0.0,0.9564726289886644,0.9068327879194101
Duodenum,Uqcrc1,60.39475,4.0623817,0.0,0.0,0.9786598894671024,0.9548029281499297
Duodenum,Bag1,60.241215,1.6254733,0.0,0.0,0.8694582274395901,0.7719775526028729
Duodenum,Dock8,60.00467,1.6076455,0.0,0.0,0.5396345153092097,0.32444900051255765
Duodenum,Bcl2l14,59.977036,1.4253885,0.0,0.0,0.6130541772560409,0.41317404618275966
Duodenum,Mal2,59.871635,1.3602449,0.0,0.0,0.7524708540078261,0.5955000065712521
Duodenum,Rnf186,59.86315,1.8398823,0.0,0.0,0.8335552059381177,0.7160036273311516
Duodenum,Ogdh,59.850067,6.0835495,0.0,0.0,0.9713582637460164,0.9459448803374995
Duodenum,Cat,59.602455,4.7117944,0.0,0.0,0.9412239299689379,0.880035221911183
Duodenum,Copz1,59.56422,2.354949,0.0,0.0,0.9517527935777966,0.8989472854157631
Duodenum,2010001M07Rik,59.48955,1.7857306,0.0,0.0,0.4626245512122312,0.22644534689639764
Duodenum,Cmas,59.461422,1.507635,0.0,0.0,0.8379926580338053,0.7297638292000158
Duodenum,Samhd1,59.30377,1.4212095,0.0,0.0,0.7379079430392513,0.5702138285428906
Duodenum,Cpt1a,58.966423,1.4525957,0.0,0.0,0.7616684819879785,0.6183548213276557
Duodenum,Ehhadh,58.943855,1.8374007,0.0,0.0,0.6961555528661907,0.5314828687458109
Duodenum,Scoc,58.838844,1.5454673,0.0,0.0,0.6433902134011054,0.4582922630077935
Duodenum,Khk,58.7087,4.483044,0.0,0.0,0.971761668481988,0.930095020305169
Duodenum,Rhoc,58.56396,3.6360884,0.0,0.0,0.9377143087659849,0.8839122606421428
Duodenum,Mrpl12,58.483383,2.1808708,0.0,0.0,0.9540118600992376,0.8984478702571989
Duodenum,Pbld1,58.463013,1.8698266,0.0,0.0,0.40808423090887086,0.17320506249260734
Duodenum,Slc22a1,58.435085,1.3106723,0.0,0.0,0.7348017265722699,0.5668624899788406
Duodenum,B3gnt3,58.431274,1.465637,0.0,0.0,0.7880108112469241,0.6472157604910039
Duodenum,Slc37a4,58.30287,1.6584047,0.0,0.0,0.7886562588244787,0.6468477703741671
Duodenum,Cyp4a10,58.22284,3.9897525,0.0,0.0,0.2728226229375933,0.028690086609102498
Duodenum,Slc16a6,58.222054,2.2582483,0.0,0.0,0.341562789947154,0.10078986450078198
